pair,stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,sell_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,buy_tag,open_timestamp,close_timestamp
SAND/USDT,425.74987886,133.15919021,11/16/21 20:00:00,11/17/21 00:15:00,3.1973,3.5237510510510504,0.001,0.001,255,0.0999001,42.57498789,roi,-313.3354,-99.0,0.032037010163711646,-0.9902021499285242,3.15,3.5700000000000003,False,,1637092800000.0,1637108100000.0
SAND/USDT,439.79962486,131.93329079,11/17/21 08:00:00,11/17/21 23:15:00,3.3335,3.6738573573573565,0.001,0.001,915,0.0999001,43.97996248,roi,-326.683,-99.0,0.03340173690251781,-0.9898342097871023,3.1091,3.77,False,,1637136000000.0,1637190900000.0
ROSE/USDT,439.79962486,1706.30310325,11/17/21 20:00:00,11/18/21 04:15:00,0.25775000000000003,0.2840668168168168,0.001,0.001,495,0.0999001,43.97996249,roi,-25.259500000000003,-99.0,0.0025826601729725335,-0.9900017027100285,0.24641000000000002,0.29204,False,,1637179200000.0,1637208900000.0
SAND/USDT,454.31301248,120.78295647,11/18/21 00:00:00,11/18/21 11:15:00,3.7614,4.145446846846847,0.001,0.001,675,0.0999001,45.43130125,roi,-368.6172,-99.0,0.03768930348245419,-0.9904675746162036,3.5838,4.15,False,,1637193600000.0,1637234100000.0
ROSE/USDT,468.8264001,1729.73140534,11/18/21 08:00:00,11/18/21 12:55:00,0.27104,0.23812000000000003,0.001,0.001,295,-0.12321342,-57.82346791,stoploss,-26.56192,-99.0,0.002715826241192964,-0.9886972438771726,0.23652,0.27499,False,,1637222400000.0,1637240100000.0
SAND/USDT,464.73698511,110.37310243,11/18/21 12:00:00,11/18/21 20:50:00,4.2106,4.640511111111111,0.001,0.001,530,0.0999001,46.47369851,roi,-412.63880000000006,-99.0,0.042190296501945036,-0.9899201317608121,3.951,4.6479,False,,1637236800000.0,1637268600000.0
ROSE/USDT,480.07330561,1558.12309115,11/19/21 12:00:00,11/21/21 03:20:00,0.30811000000000005,0.3395686786786787,0.001,0.001,2360,0.0999001,48.00733056,roi,-30.194780000000005,-99.0,0.003087268385837577,-0.9886830337762552,0.26454,0.33979000000000004,False,,1637323200000.0,1637464800000.0
ROSE/USDT,495.9157247,1472.56502865,11/21/21 04:00:00,11/21/21 07:30:00,0.33677,0.3711549249249249,0.001,0.001,210,0.0999001,49.59157247,roi,-33.003460000000004,-99.0,0.003374442157253308,-0.9899474435258183,0.32754000000000005,0.377,False,,1637467200000.0,1637479800000.0
ROSE/USDT,512.28094361,1361.58022436,11/21/21 08:00:00,11/21/21 12:20:00,0.37624,0.4146548948948949,0.001,0.001,260,0.0999001,51.22809436,roi,-36.871520000000004,-99.0,0.003769932351129548,-0.9899032290129907,0.35097,0.418,False,,1637481600000.0,1637497200000.0
SAND/USDT,480.07330561,111.36524673,11/19/21 00:00:00,11/21/21 14:10:00,4.3108,3.9514,0.001,0.001,3730,-0.08520342,-40.94479162,stoploss,-422.45840000000004,-99.0,0.04319430253491509,-0.9891860144368437,3.9104,4.5072,False,,1637280000000.0,1637503800000.0
ROSE/USDT,515.67443352,1286.03529732,11/21/21 20:00:00,11/22/21 00:15:00,0.40098000000000006,0.4419209009009009,0.001,0.001,255,0.0999001,51.56744335,roi,-39.296040000000005,-99.0,0.004017827647831921,-0.9897915858330405,0.38357,0.446,False,,1637524800000.0,1637540100000.0
SAND/USDT,532.69168982,118.02971059,11/22/21 20:00:00,11/22/21 23:55:00,4.5132,4.974007207207207,0.001,0.001,235,0.0999001,53.26916898,roi,-442.2936,-99.0,0.04522235456290414,-0.9902556929554819,4.4269,4.98,False,,1637611200000.0,1637625300000.0
SAND/USDT,550.27051559,110.89021534,11/23/21 00:00:00,11/23/21 09:20:00,4.9623,5.468961261261261,0.001,0.001,560,0.0999001,55.02705156,roi,-486.3054,-99.0,0.04972234557227765,-0.9906369747533608,4.8573,5.4737,False,,1637625600000.0,1637659200000.0
